id_transacao,data_venda,ano,mes,nome_mes,ano_mes,trimestre,dia_semana,dia_mes,hora_venda,hora,faixa_horario,tipo_sorvete,sabor,quantidade,valor_total,ticket_transacao,ticket_medio,valor_unitario_estimado,cidade,estado,canal_venda,promocao,promocao_label,id_cliente,cliente_recorrente,qtd_transacoes_cliente,flag_sabor_nao_informado,flag_cidade_nao_informada,flag_outlier_valor_total,registro_valido_powerbi
38496,2025-05-15,2025,5,Maio,2025-05,T2,Quinta,15,22:30,22,Noite,Picolé,Menta,5,27.5,27.5,5.5,5.5,Freitas,MA,Loja Física,False,Sem Promocao,CLI7342,True,7,False,False,False,True
38497,2025-03-15,2025,3,Marco,2025-03,T1,Sabado,15,14:15,14,Tarde,Casquinha,Morango,3,24.57,24.57,8.19,8.19,Oliveira Da Mata,PR,Parceiro,False,Sem Promocao,CLI5493,True,6,False,False,False,True
38498,2025-04-09,2025,4,Abril,2025-04,T2,Quarta,9,17:30,17,Tarde,Casquinha,Cookies,4,22.2,22.2,5.55,5.55,Da Paz De Sampaio,AM,Parceiro,False,Sem Promocao,CLI4280,True,6,False,False,False,True
38499,2025-04-15,2025,4,Abril,2025-04,T2,Terca,15,17:15,17,Tarde,Pote,Morango,1,5.72,5.72,5.72,5.72,Da Mota Da Mata,AM,Loja Física,False,Sem Promocao,CLI8660,True,7,False,False,False,True
38500,2025-03-25,2025,3,Marco,2025-03,T1,Terca,25,14:00,14,Tarde,Sundae,Chocolate,4,37.8,37.8,9.45,9.45,Pinto,GO,App,False,Sem Promocao,CLI5344,True,4,False,False,False,True
38501,2025-03-12,2025,3,Marco,2025-03,T1,Quarta,12,16:45,16,Tarde,Pote,Baunilha,1,8.63,8.63,8.63,8.63,Aragão Do Norte,DF,App,False,Sem Promocao,CLI2719,True,7,False,False,False,True
38502,2025-04-27,2025,4,Abril,2025-04,T2,Domingo,27,17:15,17,Tarde,Pote,Cookies,3,34.92,34.92,11.64,11.64,Brito Do Galho,RO,Loja Física,False,Sem Promocao,CLI7331,True,7,False,False,False,True
38503,2025-04-10,2025,4,Abril,2025-04,T2,Quinta,10,21:15,21,Noite,Casquinha,Menta,2,15.2,15.2,7.6,7.6,Vargas,AC,Parceiro,False,Sem Promocao,CLI4722,True,10,False,False,False,True
38504,2025-07-22,2025,7,Julho,2025-07,T3,Terca,22,22:45,22,Noite,Sundae,Cookies,4,50.52,50.52,12.63,12.63,Sampaio,AL,App,False,Sem Promocao,CLI9147,True,8,False,False,False,True
38505,2025-08-05,2025,8,Agosto,2025-08,T3,Terca,5,18:15,18,Noite,Casquinha,Chocolate,4,24.6,24.6,6.15,6.15,Rodrigues,RS,App,False,Sem Promocao,CLI8945,True,5,False,False,False,True
38506,2025-07-13,2025,7,Julho,2025-07,T3,Domingo,13,20:45,20,Noite,Picolé,Chocolate,3,26.34,26.34,8.78,8.78,Cassiano De Da Cunha,SC,App,False,Sem Promocao,CLI8909,True,6,False,False,False,True
38507,2025-06-14,2025,6,Junho,2025-06,T2,Sabado,14,21:00,21,Noite,Pote,Limão,1,6.95,6.95,6.95,6.95,Oliveira Paulista,GO,App,False,Sem Promocao,CLI8292,True,12,False,False,False,True
38508,2025-02-21,2025,2,Fevereiro,2025-02,T1,Sexta,21,09:15,9,Manha,Casquinha,Morango,1,7.48,7.48,7.48,7.48,Câmara Do Oeste,GO,Loja Física,False,Sem Promocao,CLI5341,True,6,False,False,False,True
38509,2025-06-20,2025,6,Junho,2025-06,T2,Sexta,20,17:30,17,Tarde,Pote,Açaí,3,36.62,36.62,12.21,12.21,Martins Grande,CE,Loja Física,True,Com Promocao,CLI2339,True,6,False,False,False,True
38510,2025-07-17,2025,7,Julho,2025-07,T3,Quinta,17,22:00,22,Noite,Picolé,Caramelo,5,66.35,66.35,13.27,13.27,Gonçalves Da Prata,AM,App,False,Sem Promocao,CLI6885,True,3,False,False,False,True
38511,2025-06-07,2025,6,Junho,2025-06,T2,Sabado,7,09:30,9,Manha,Casquinha,Caramelo,4,34.06,34.06,8.52,8.52,Araújo Do Campo,AM,App,True,Com Promocao,CLI5037,True,4,False,False,False,True
38512,2025-06-01,2025,6,Junho,2025-06,T2,Domingo,1,21:15,21,Noite,Sundae,Açaí,2,17.82,17.82,8.91,8.91,Da Cruz Do Oeste,CE,Loja Física,False,Sem Promocao,CLI1803,True,6,False,False,False,True
38513,2025-06-07,2025,6,Junho,2025-06,T2,Sabado,7,13:45,13,Tarde,Milkshake,Baunilha,1,5.15,5.15,5.15,5.15,Da Paz,SE,App,True,Com Promocao,CLI8492,True,7,False,False,False,True
38514,2025-04-13,2025,4,Abril,2025-04,T2,Domingo,13,12:00,12,Tarde,Casquinha,Menta,1,13.01,13.01,13.01,13.01,Rocha,AP,Loja Física,False,Sem Promocao,CLI4571,True,10,False,False,False,True
38515,2025-05-26,2025,5,Maio,2025-05,T2,Segunda,26,08:30,8,Manha,Milkshake,Açaí,5,54.8,54.8,10.96,10.96,Da Paz Das Pedras,PB,Loja Física,False,Sem Promocao,CLI5852,True,7,False,False,False,True
38516,2025-08-09,2025,8,Agosto,2025-08,T3,Sabado,9,10:45,10,Manha,Milkshake,Morango,2,12.54,12.54,6.27,6.27,Cardoso De Macedo,SE,Parceiro,False,Sem Promocao,CLI8634,True,12,False,False,False,True
38517,2025-05-13,2025,5,Maio,2025-05,T2,Terca,13,13:00,13,Tarde,Picolé,Morango,2,16.72,16.72,8.36,8.36,Da Costa De Dias,BA,App,True,Com Promocao,CLI6342,True,5,False,False,False,True
38518,2025-03-08,2025,3,Marco,2025-03,T1,Sabado,8,22:45,22,Noite,Picolé,Chocolate,5,51.96,51.96,10.39,10.39,Montenegro,CE,Loja Física,True,Com Promocao,CLI9208,True,4,False,False,False,True
38519,2025-08-06,2025,8,Agosto,2025-08,T3,Quarta,6,20:15,20,Noite,Sundae,Chocolate,4,28.36,28.36,7.09,7.09,Cassiano De Lopes,MG,Loja Física,False,Sem Promocao,CLI8509,True,7,False,False,False,True
38520,2025-07-01,2025,7,Julho,2025-07,T3,Terca,1,16:00,16,Tarde,Milkshake,Limão,5,72.25,72.25,14.45,14.45,Abreu,GO,Parceiro,False,Sem Promocao,CLI8619,True,4,False,False,False,True
38521,2025-07-31,2025,7,Julho,2025-07,T3,Quinta,31,10:15,10,Manha,Sundae,Açaí,2,12.98,12.98,6.49,6.49,Sales De Alves,GO,Loja Física,True,Com Promocao,CLI9337,True,6,False,False,False,True
38522,2025-05-10,2025,5,Maio,2025-05,T2,Sabado,10,13:00,13,Tarde,Casquinha,Limão,1,12.2,12.2,12.2,12.2,Vieira,SC,Loja Física,False,Sem Promocao,CLI2660,True,8,False,False,False,True
38523,2025-07-06,2025,7,Julho,2025-07,T3,Domingo,6,09:15,9,Manha,Picolé,Morango,1,10.93,10.93,10.93,10.93,Correia Das Flores,CE,Parceiro,False,Sem Promocao,CLI9990,True,7,False,False,False,True
38524,2025-09-06,2025,9,Setembro,2025-09,T3,Sabado,6,09:15,9,Manha,Sundae,Açaí,1,3.78,3.78,3.78,3.78,Da Cruz De Minas,AM,Parceiro,True,Com Promocao,CLI5691,True,4,False,False,False,True
38525,2025-04-06,2025,4,Abril,2025-04,T2,Domingo,6,08:15,8,Manha,Milkshake,Baunilha,1,6.45,6.45,6.45,6.45,Novaes Grande,AC,App,False,Sem Promocao,CLI9656,True,8,False,False,False,True
38526,2025-06-13,2025,6,Junho,2025-06,T2,Sexta,13,13:30,13,Tarde,Sundae,Chocolate,3,15.99,15.99,5.33,5.33,Ferreira De Cunha,AC,Parceiro,False,Sem Promocao,CLI7409,True,7,False,False,False,True
38527,2025-06-14,2025,6,Junho,2025-06,T2,Sabado,14,19:30,19,Noite,Milkshake,Caramelo,5,24.98,24.98,5.0,5.0,Silveira,AL,Parceiro,True,Com Promocao,CLI2947,True,6,False,False,False,True
38528,2025-06-02,2025,6,Junho,2025-06,T2,Segunda,2,12:45,12,Tarde,Picolé,Caramelo,1,7.81,7.81,7.81,7.81,Barros,AL,App,False,Sem Promocao,CLI8107,True,5,False,False,False,True
38529,2025-08-31,2025,8,Agosto,2025-08,T3,Domingo,31,22:00,22,Noite,Milkshake,Chocolate,4,34.48,34.48,8.62,8.62,Mendonça De Alves,DF,Parceiro,False,Sem Promocao,CLI6308,True,3,False,False,False,True
38530,2025-03-21,2025,3,Marco,2025-03,T1,Sexta,21,20:30,20,Noite,Casquinha,Menta,3,20.13,20.13,6.71,6.71,Fernandes,PE,Loja Física,False,Sem Promocao,CLI9400,True,7,False,False,False,True
38531,2025-03-26,2025,3,Marco,2025-03,T1,Quarta,26,18:15,18,Noite,Pote,Chocolate,3,19.59,19.59,6.53,6.53,Rodrigues Da Mata,RS,App,False,Sem Promocao,CLI3846,True,3,False,False,False,True
38532,2025-07-24,2025,7,Julho,2025-07,T3,Quinta,24,10:30,10,Manha,Sundae,Baunilha,2,24.08,24.08,12.04,12.04,Casa Grande Da Prata,MT,Parceiro,True,Com Promocao,CLI8717,True,6,False,False,False,True
38533,2025-06-19,2025,6,Junho,2025-06,T2,Quinta,19,15:45,15,Tarde,Milkshake,Caramelo,4,17.81,17.81,4.45,4.45,Campinas,SP,App,True,Com Promocao,CLI8737,True,5,False,False,False,True
38534,2025-03-18,2025,3,Marco,2025-03,T1,Terca,18,12:15,12,Tarde,Pote,Baunilha,4,32.16,32.16,8.04,8.04,Correia,BA,App,False,Sem Promocao,CLI2446,True,7,False,False,False,True
38535,2025-06-12,2025,6,Junho,2025-06,T2,Quinta,12,09:15,9,Manha,Picolé,Limão,4,48.44,48.44,12.11,12.11,Cunha,MG,Parceiro,False,Sem Promocao,CLI6231,True,8,False,False,False,True
38536,2025-03-13,2025,3,Marco,2025-03,T1,Quinta,13,18:30,18,Noite,Picolé,Cookies,4,23.6,23.6,5.9,5.9,Cavalcanti,TO,Loja Física,False,Sem Promocao,CLI3184,True,8,False,False,False,True
38537,2025-06-30,2025,6,Junho,2025-06,T2,Segunda,30,15:30,15,Tarde,Casquinha,Morango,2,15.94,15.94,7.97,7.97,Cavalcanti,GO,Parceiro,False,Sem Promocao,CLI2835,True,5,False,False,False,True
38538,2025-04-29,2025,4,Abril,2025-04,T2,Terca,29,17:00,17,Tarde,Sundae,Açaí,2,13.84,13.84,6.92,6.92,Brito Do Sul,AL,Loja Física,False,Sem Promocao,CLI8734,True,3,False,False,False,True
38539,2025-06-29,2025,6,Junho,2025-06,T2,Domingo,29,21:45,21,Noite,Pote,Baunilha,1,8.84,8.84,8.84,8.84,Nascimento,RR,App,False,Sem Promocao,CLI4275,True,4,False,False,False,True
38541,2025-04-07,2025,4,Abril,2025-04,T2,Segunda,7,21:45,21,Noite,Pote,Baunilha,3,30.36,30.36,10.12,10.12,Pacheco Do Amparo,MA,App,True,Com Promocao,CLI5764,True,4,False,False,False,True
38542,2025-08-10,2025,8,Agosto,2025-08,T3,Domingo,10,13:45,13,Tarde,Casquinha,Limão,4,25.8,25.8,6.45,6.45,Novaes De Aparecida,RO,Loja Física,False,Sem Promocao,CLI4721,True,9,False,False,False,True
38543,2025-08-04,2025,8,Agosto,2025-08,T3,Segunda,4,12:30,12,Tarde,Picolé,Cookies,5,63.4,63.4,12.68,12.68,Albuquerque Grande,AC,App,False,Sem Promocao,CLI8226,True,11,False,False,False,True
38544,2025-08-01,2025,8,Agosto,2025-08,T3,Sexta,1,14:30,14,Tarde,Pote,Açaí,3,39.81,39.81,13.27,13.27,Souza,AL,App,False,Sem Promocao,CLI8122,True,7,False,False,False,True
38545,2025-06-21,2025,6,Junho,2025-06,T2,Sabado,21,11:00,11,Manha,Picolé,Cookies,2,14.46,14.46,7.23,7.23,Da Costa De Marques,PA,App,True,Com Promocao,CLI1380,True,4,False,False,False,True
38546,2025-08-13,2025,8,Agosto,2025-08,T3,Quarta,13,14:45,14,Tarde,Picolé,Caramelo,1,7.16,7.16,7.16,7.16,Nogueira,ES,App,True,Com Promocao,CLI9322,True,6,False,False,False,True
38547,2025-05-26,2025,5,Maio,2025-05,T2,Segunda,26,10:15,10,Manha,Milkshake,Açaí,4,43.96,43.96,10.99,10.99,Da Rocha,DF,Loja Física,False,Sem Promocao,CLI5594,True,6,False,False,False,True
38548,2025-04-15,2025,4,Abril,2025-04,T2,Terca,15,15:00,15,Tarde,Picolé,Menta,2,11.22,11.22,5.61,5.61,Alves,PR,App,True,Com Promocao,CLI9431,True,8,False,False,False,True
38549,2025-07-26,2025,7,Julho,2025-07,T3,Sabado,26,17:15,17,Tarde,Pote,Limão,1,11.97,11.97,11.97,11.97,Fonseca,AL,Loja Física,True,Com Promocao,CLI1770,True,2,False,False,False,True
38550,2025-03-27,2025,3,Marco,2025-03,T1,Quinta,27,11:45,11,Manha,Pote,Açaí,4,38.12,38.12,9.53,9.53,Montenegro Do Oeste,MT,App,False,Sem Promocao,CLI2085,True,4,False,False,False,True
38551,2025-05-20,2025,5,Maio,2025-05,T2,Terca,20,20:30,20,Noite,Pote,Caramelo,1,5.64,5.64,5.64,5.64,Costela,BA,Parceiro,False,Sem Promocao,CLI9839,True,8,False,False,False,True
38552,2025-04-18,2025,4,Abril,2025-04,T2,Sexta,18,14:15,14,Tarde,Casquinha,Morango,2,11.54,11.54,5.77,5.77,Da Costa,RR,App,False,Sem Promocao,CLI6613,True,5,False,False,False,True
38553,2025-04-16,2025,4,Abril,2025-04,T2,Quarta,16,11:30,11,Manha,Sundae,Açaí,5,37.45,37.45,7.49,7.49,Da Luz Do Sul,SP,Loja Física,False,Sem Promocao,CLI4831,True,13,False,False,False,True
38554,2025-07-29,2025,7,Julho,2025-07,T3,Terca,29,20:30,20,Noite,Milkshake,Chocolate,5,69.0,69.0,13.8,13.8,Nunes Do Campo,RO,App,False,Sem Promocao,CLI1551,True,3,False,False,False,True
38555,2025-08-19,2025,8,Agosto,2025-08,T3,Terca,19,22:30,22,Noite,Sundae,Menta,5,37.32,37.32,7.46,7.46,Moraes Do Galho,AL,Parceiro,True,Com Promocao,CLI6818,True,8,False,False,False,True
38556,2025-03-21,2025,3,Marco,2025-03,T1,Sexta,21,21:45,21,Noite,Pote,Caramelo,4,56.28,56.28,14.07,14.07,Cirino,SC,Loja Física,False,Sem Promocao,CLI1223,True,7,False,False,False,True
38557,2025-06-08,2025,6,Junho,2025-06,T2,Domingo,8,08:00,8,Manha,Milkshake,Caramelo,2,20.15,20.15,10.07,10.07,Freitas,PA,Parceiro,True,Com Promocao,CLI5164,True,4,False,False,False,True
38558,2025-05-26,2025,5,Maio,2025-05,T2,Segunda,26,13:00,13,Tarde,Milkshake,Menta,1,5.09,5.09,5.09,5.09,Cavalcanti De Lima,RS,Parceiro,True,Com Promocao,CLI8501,True,8,False,False,False,True
38559,2025-03-02,2025,3,Marco,2025-03,T1,Domingo,2,20:15,20,Noite,Casquinha,Chocolate,5,31.75,31.75,6.35,6.35,Garcia,AL,App,False,Sem Promocao,CLI3072,True,7,False,False,False,True
38560,2025-03-13,2025,3,Marco,2025-03,T1,Quinta,13,22:30,22,Noite,Pote,Cookies,4,42.44,42.44,10.61,10.61,Fonseca Da Serra,MT,App,True,Com Promocao,CLI6838,True,6,False,False,False,True
38561,2025-08-08,2025,8,Agosto,2025-08,T3,Sexta,8,11:30,11,Manha,Casquinha,Menta,1,5.34,5.34,5.34,5.34,Da Cunha De Fogaça,RS,Loja Física,True,Com Promocao,CLI7070,True,4,False,False,False,True
38562,2025-07-21,2025,7,Julho,2025-07,T3,Segunda,21,15:15,15,Tarde,Pote,Açaí,3,39.06,39.06,13.02,13.02,Duarte De Alves,TO,App,False,Sem Promocao,CLI4365,True,8,False,False,False,True
38564,2025-08-09,2025,8,Agosto,2025-08,T3,Sabado,9,12:00,12,Tarde,Milkshake,Cookies,4,32.96,32.96,8.24,8.24,Correia Alegre,CE,App,False,Sem Promocao,CLI3674,True,7,False,False,False,True
38565,2025-03-11,2025,3,Marco,2025-03,T1,Terca,11,19:45,19,Noite,Picolé,Baunilha,5,29.15,29.15,5.83,5.83,Novaes,AP,Parceiro,False,Sem Promocao,CLI7481,True,7,False,False,False,True
38566,2025-05-02,2025,5,Maio,2025-05,T2,Sexta,2,08:45,8,Manha,Casquinha,Cookies,4,17.28,17.28,4.32,4.32,Moraes Grande,TO,Parceiro,True,Com Promocao,CLI2685,True,8,False,False,False,True
38567,2025-07-05,2025,7,Julho,2025-07,T3,Sabado,5,12:30,12,Tarde,Sundae,Menta,3,43.05,43.05,14.35,14.35,Oliveira,BA,Parceiro,False,Sem Promocao,CLI5326,True,5,False,False,False,True
38568,2025-06-21,2025,6,Junho,2025-06,T2,Sabado,21,17:15,17,Tarde,Picolé,Limão,3,32.86,32.86,10.95,10.95,Lopes De Lima,RN,App,True,Com Promocao,CLI8969,True,9,False,False,False,True
38569,2025-04-13,2025,4,Abril,2025-04,T2,Domingo,13,15:00,15,Tarde,Milkshake,Limão,5,74.7,74.7,14.94,14.94,Cunha Dos Dourados,RO,Parceiro,False,Sem Promocao,CLI8221,True,10,False,False,False,True
38570,2025-03-18,2025,3,Marco,2025-03,T1,Terca,18,20:00,20,Noite,Picolé,Morango,1,8.51,8.51,8.51,8.51,Cirino,PE,Loja Física,True,Com Promocao,CLI2564,True,7,False,False,False,True
38571,2025-04-20,2025,4,Abril,2025-04,T2,Domingo,20,09:45,9,Manha,Sundae,Caramelo,1,10.55,10.55,10.55,10.55,Pimenta Da Mata,PB,Loja Física,True,Com Promocao,CLI7470,True,6,False,False,False,True
38572,2025-08-05,2025,8,Agosto,2025-08,T3,Terca,5,15:30,15,Tarde,Milkshake,Limão,3,44.94,44.94,14.98,14.98,Campinas,TO,Loja Física,False,Sem Promocao,CLI1350,True,9,False,False,False,True
38573,2025-08-16,2025,8,Agosto,2025-08,T3,Sabado,16,17:30,17,Tarde,Sundae,Açaí,2,14.98,14.98,7.49,7.49,Alves Da Mata,BA,App,False,Sem Promocao,CLI3411,True,4,False,False,False,True
38574,2025-02-26,2025,2,Fevereiro,2025-02,T1,Quarta,26,17:00,17,Tarde,Sundae,Menta,3,24.18,24.18,8.06,8.06,Montenegro,PB,Loja Física,False,Sem Promocao,CLI9087,True,12,False,False,False,True
38575,2025-03-01,2025,3,Marco,2025-03,T1,Sabado,1,11:15,11,Manha,Milkshake,Caramelo,2,19.37,19.37,9.68,9.68,Nunes De Costela,ES,Loja Física,True,Com Promocao,CLI9707,True,9,False,False,False,True
38576,2025-05-23,2025,5,Maio,2025-05,T2,Sexta,23,09:30,9,Manha,Milkshake,Baunilha,3,43.56,43.56,14.52,14.52,Gonçalves Do Oeste,PA,Parceiro,False,Sem Promocao,CLI4410,True,7,False,False,False,True
38577,2025-04-30,2025,4,Abril,2025-04,T2,Quarta,30,13:45,13,Tarde,Picolé,Baunilha,2,10.39,10.39,5.2,5.2,Garcia Do Amparo,SE,Parceiro,True,Com Promocao,CLI6243,True,9,False,False,False,True
38578,2025-05-26,2025,5,Maio,2025-05,T2,Segunda,26,18:00,18,Noite,Milkshake,Caramelo,1,12.25,12.25,12.25,12.25,Moura,PA,Parceiro,False,Sem Promocao,CLI7147,True,4,False,False,False,True
38579,2025-07-24,2025,7,Julho,2025-07,T3,Quinta,24,09:45,9,Manha,Sundae,Morango,5,41.15,41.15,8.23,8.23,Jesus,SP,App,False,Sem Promocao,CLI4676,True,5,False,False,False,True
38580,2025-06-17,2025,6,Junho,2025-06,T2,Terca,17,08:00,8,Manha,Pote,Caramelo,2,17.51,17.51,8.76,8.76,Ferreira,AL,Loja Física,True,Com Promocao,CLI6628,True,12,False,False,False,True
38581,2025-04-12,2025,4,Abril,2025-04,T2,Sabado,12,12:30,12,Tarde,Picolé,Menta,2,25.63,25.63,12.82,12.82,Silveira,SC,Loja Física,True,Com Promocao,CLI1853,True,5,False,False,False,True
38582,2025-06-10,2025,6,Junho,2025-06,T2,Terca,10,11:00,11,Manha,Casquinha,Caramelo,1,14.33,14.33,14.33,14.33,Da Rocha Alegre,AM,Loja Física,False,Sem Promocao,CLI3035,True,4,False,False,False,True
38583,2025-04-24,2025,4,Abril,2025-04,T2,Quinta,24,16:15,16,Tarde,Pote,Baunilha,2,14.73,14.73,7.36,7.36,Machado Do Amparo,PE,Loja Física,True,Com Promocao,CLI4563,True,8,False,False,False,True
38584,2025-08-11,2025,8,Agosto,2025-08,T3,Segunda,11,11:00,11,Manha,Casquinha,Menta,2,12.48,12.48,6.24,6.24,Souza De Das Neves,MA,Parceiro,False,Sem Promocao,CLI9826,True,9,False,False,False,True
38585,2025-08-21,2025,8,Agosto,2025-08,T3,Quinta,21,14:15,14,Tarde,Casquinha,Menta,3,42.15,42.15,14.05,14.05,Da Cunha,RS,Parceiro,False,Sem Promocao,CLI2535,True,4,False,False,False,True
38586,2025-08-13,2025,8,Agosto,2025-08,T3,Quarta,13,18:15,18,Noite,Picolé,Limão,5,28.26,28.26,5.65,5.65,Oliveira Verde,CE,App,True,Com Promocao,CLI7878,True,11,False,False,False,True
38587,2025-06-28,2025,6,Junho,2025-06,T2,Sabado,28,18:45,18,Noite,Sundae,Açaí,1,6.51,6.51,6.51,6.51,Silva,ES,Loja Física,True,Com Promocao,CLI5647,True,5,False,False,False,True
38588,2025-06-11,2025,6,Junho,2025-06,T2,Quarta,11,10:30,10,Manha,Milkshake,Caramelo,3,25.71,25.71,8.57,8.57,Aragão Do Oeste,BA,App,False,Sem Promocao,CLI7394,True,7,False,False,False,True
38589,2025-04-13,2025,4,Abril,2025-04,T2,Domingo,13,16:30,16,Tarde,Casquinha,Baunilha,1,11.05,11.05,11.05,11.05,Aparecida De Das Neves,RN,Loja Física,False,Sem Promocao,CLI5452,True,7,False,False,False,True
38590,2025-07-14,2025,7,Julho,2025-07,T3,Segunda,14,18:15,18,Noite,Pote,Morango,3,30.09,30.09,10.03,10.03,Souza,SP,Parceiro,False,Sem Promocao,CLI5488,True,8,False,False,False,True
38591,2025-04-15,2025,4,Abril,2025-04,T2,Terca,15,21:45,21,Noite,Picolé,Açaí,4,49.78,49.78,12.44,12.44,Porto Da Serra,BA,App,True,Com Promocao,CLI2484,True,8,False,False,False,True
38592,2025-08-15,2025,8,Agosto,2025-08,T3,Sexta,15,09:00,9,Manha,Sundae,Açaí,2,24.9,24.9,12.45,12.45,Nunes,AM,Parceiro,False,Sem Promocao,CLI6792,True,10,False,False,False,True
38593,2025-09-20,2025,9,Setembro,2025-09,T3,Sabado,20,11:30,11,Manha,Sundae,Menta,3,15.63,15.63,5.21,5.21,Pastor De Cunha,RO,App,False,Sem Promocao,CLI6502,True,6,False,False,False,True
38594,2025-03-02,2025,3,Marco,2025-03,T1,Domingo,2,09:15,9,Manha,Picolé,Limão,5,43.39,43.39,8.68,8.68,Pires De Pacheco,SC,App,True,Com Promocao,CLI9653,True,6,False,False,False,True
38595,2025-04-14,2025,4,Abril,2025-04,T2,Segunda,14,16:00,16,Tarde,Milkshake,Chocolate,5,56.5,56.5,11.3,11.3,Campinas,RR,Loja Física,False,Sem Promocao,CLI6465,True,6,False,False,False,True
38596,2025-06-14,2025,6,Junho,2025-06,T2,Sabado,14,19:45,19,Noite,Milkshake,Baunilha,1,11.77,11.77,11.77,11.77,Correia,AC,App,True,Com Promocao,CLI8262,True,5,False,False,False,True
38597,2025-07-07,2025,7,Julho,2025-07,T3,Segunda,7,13:30,13,Tarde,Milkshake,Baunilha,5,44.16,44.16,8.83,8.83,Campinas,GO,Parceiro,True,Com Promocao,CLI2342,True,4,False,False,False,True
38598,2025-07-17,2025,7,Julho,2025-07,T3,Quinta,17,15:15,15,Tarde,Sundae,Açaí,2,16.36,16.36,8.18,8.18,Da Paz,TO,App,True,Com Promocao,CLI4667,True,4,False,False,False,True
38599,2025-06-16,2025,6,Junho,2025-06,T2,Segunda,16,16:30,16,Tarde,Casquinha,Caramelo,3,35.91,35.91,11.97,11.97,Da Paz Dos Dourados,MG,Loja Física,False,Sem Promocao,CLI6581,True,8,False,False,False,True
38600,2025-07-12,2025,7,Julho,2025-07,T3,Sabado,12,21:30,21,Noite,Casquinha,Baunilha,1,12.61,12.61,12.61,12.61,Mendes,PE,Loja Física,False,Sem Promocao,CLI5440,True,7,False,False,False,True
38601,2025-03-31,2025,3,Marco,2025-03,T1,Segunda,31,13:00,13,Tarde,Milkshake,Chocolate,4,19.95,19.95,4.99,4.99,Campinas,RS,App,True,Com Promocao,CLI4381,True,9,False,False,False,True
38602,2025-07-12,2025,7,Julho,2025-07,T3,Sabado,12,17:30,17,Tarde,Picolé,Menta,1,4.17,4.17,4.17,4.17,Sampaio Verde,RN,Parceiro,True,Com Promocao,CLI4106,True,11,False,False,False,True
38605,2025-06-08,2025,6,Junho,2025-06,T2,Domingo,8,14:00,14,Tarde,Pote,Caramelo,2,28.74,28.74,14.37,14.37,Da Costa De Gomes,MA,App,False,Sem Promocao,CLI5648,True,8,False,False,False,True
38606,2025-06-17,2025,6,Junho,2025-06,T2,Terca,17,20:15,20,Noite,Picolé,Menta,1,10.73,10.73,10.73,10.73,Monteiro De Fogaça,MA,Loja Física,False,Sem Promocao,CLI4593,True,4,False,False,False,True
38607,2025-06-22,2025,6,Junho,2025-06,T2,Domingo,22,08:45,8,Manha,Sundae,Cookies,4,50.65,50.65,12.66,12.66,Dias,MG,Parceiro,True,Com Promocao,CLI6191,True,10,False,False,False,True
38608,2025-02-28,2025,2,Fevereiro,2025-02,T1,Sexta,28,09:45,9,Manha,Casquinha,Menta,3,37.02,37.02,12.34,12.34,Duarte Da Prata,MA,Loja Física,False,Sem Promocao,CLI5785,True,4,False,False,False,True
38609,2025-06-06,2025,6,Junho,2025-06,T2,Sexta,6,19:15,19,Noite,Casquinha,Caramelo,4,28.48,28.48,7.12,7.12,Lima,SP,Loja Física,False,Sem Promocao,CLI2024,True,3,False,False,False,True
38610,2025-07-30,2025,7,Julho,2025-07,T3,Quarta,30,10:15,10,Manha,Pote,Chocolate,4,32.64,32.64,8.16,8.16,Siqueira Grande,PI,Parceiro,False,Sem Promocao,CLI8676,True,7,False,False,False,True
38611,2025-05-24,2025,5,Maio,2025-05,T2,Sabado,24,08:15,8,Manha,Sundae,Chocolate,4,42.05,42.05,10.51,10.51,Fonseca,AC,Loja Física,True,Com Promocao,CLI1593,True,8,False,False,False,True
38612,2025-03-29,2025,3,Marco,2025-03,T1,Sabado,29,14:00,14,Tarde,Picolé,Limão,2,28.68,28.68,14.34,14.34,Cunha Da Prata,RN,Loja Física,False,Sem Promocao,CLI7688,True,4,False,False,False,True
38613,2025-06-05,2025,6,Junho,2025-06,T2,Quinta,5,10:30,10,Manha,Picolé,Menta,4,35.04,35.04,8.76,8.76,Camargo,ES,Parceiro,True,Com Promocao,CLI5350,True,6,False,False,False,True
38614,2025-08-15,2025,8,Agosto,2025-08,T3,Sexta,15,22:30,22,Noite,Casquinha,Açaí,2,14.45,14.45,7.22,7.22,Novais Paulista,MA,App,True,Com Promocao,CLI8939,True,4,False,False,False,True
38615,2025-04-07,2025,4,Abril,2025-04,T2,Segunda,7,22:15,22,Noite,Sundae,Caramelo,4,20.92,20.92,5.23,5.23,Da Paz,SE,App,False,Sem Promocao,CLI4125,True,7,False,False,False,True
38616,2025-06-16,2025,6,Junho,2025-06,T2,Segunda,16,13:15,13,Tarde,Casquinha,Limão,5,45.09,45.09,9.02,9.02,Gomes Das Flores,RR,App,True,Com Promocao,CLI2330,True,5,False,False,False,True
38617,2025-06-07,2025,6,Junho,2025-06,T2,Sabado,7,17:30,17,Tarde,Picolé,Cookies,2,29.02,29.02,14.51,14.51,Fernandes De Leão,SC,App,False,Sem Promocao,CLI4242,True,8,False,False,False,True
