ID_Transacao,Data,Hora,Tipo_Sorvete,Sabor,Quantidade,Valor_Total,Cidade,Estado,Canal_Venda,Promocao,ID_Cliente
45052,2025-05-16,12:00,Picolé,Açaí,1,6.28,Fogaça de Cunha,TO,Parceiro,False,CLI5662
45053,2025-08-02,13:15,Milkshake,Limão,4,17.27,Sousa de Fonseca,RJ,App,True,CLI9870
45054,2025-03-27,21:30,Picolé,Baunilha,4,27.61,Albuquerque da Prata,AC,App,True,CLI3342
45055,2025-08-31,16:45,Picolé,Limão,3,40.11,Carvalho de Freitas,MS,App,False,CLI6860
45056,2025-06-28,12:00,Milkshake,Baunilha,2,17.0,Almeida Paulista,AC,Parceiro,False,CLI2883
45057,2025-08-21,14:30,Milkshake,Cookies,3,40.32,Castro,GO,Parceiro,False,CLI1232
45058,2025-03-27,20:30,Sundae,Baunilha,3,44.19,Pastor dos Dourados,SE,Loja Física,False,CLI9390
45059,2025-03-12,14:45,Milkshake,Açaí,4,24.2,Martins,AL,App,True,CLI9216
45060,2025-04-08,9:45,Sundae,Limão,2,20.48,Carvalho da Serra,DF,Loja Física,False,CLI7540
45061,2025-07-01,20:15,Sundae,Caramelo,4,35.41,Ferreira Verde,RS,Loja Física,True,CLI7277
45062,2025-07-14,8:30,Pote,Limão,2,15.97,Vargas do Norte,MA,App,True,CLI5863
45063,2025-06-22,15:45,Pote,Açaí,1,10.27,Sales Paulista,SP,Parceiro,True,CLI2274
45064,2025-07-06,11:45,Pote,Limão,1,12.26,da Rocha,MG,Loja Física,False,CLI4102
45065,2025-07-24,20:00,Sundae,Açaí,-3,-28.5,Pinto de Macedo,PA,Loja Física,False,CLI2350
45066,2025-04-16,14:45,Casquinha,Chocolate,4,22.36,Sales Alegre,PB,Loja Física,False,CLI6699
45067,2025-05-02,12:15,Milkshake,Limão,4,20.72,Vasconcelos Grande,RO,Parceiro,False,CLI9819
45068,2025-03-02,9:00,Picolé,Chocolate,5,58.66,Cavalcanti,MG,Parceiro,True,CLI7095
45069,2025-06-02,21:00,Casquinha,Caramelo,2,12.33,Sousa da Praia,RN,Parceiro,True,CLI2740
45070,2025-02-25,15:00,Sundae,Baunilha,4,30.72,Cassiano do Galho,PI,Loja Física,True,CLI1686
45071,2025-04-25,15:00,Sundae,Açaí,1,11.97,Garcia de Abreu,RR,Loja Física,False,CLI4091
45072,2025-06-30,15:15,Casquinha,Açaí,3,22.83,Machado do Galho,PA,Parceiro,False,CLI9184
45073,2025-03-29,16:15,Picolé,Caramelo,3,24.72,Vieira,MG,App,True,CLI8865
45074,2025-06-15,8:15,Milkshake,Cookies,3,16.05,Correia de Farias,ES,Parceiro,False,CLI4216
45075,2025-06-14,15:15,Picolé,Açaí,3,17.82,Costela,AC,Loja Física,False,CLI6758
45076,2025-03-28,16:30,Casquinha,Açaí,1,9.49,Barros da Mata,MG,Parceiro,True,CLI7385
45077,2025-06-20,11:00,Casquinha,Limão,-1,-5.83,Lopes,GO,Loja Física,True,CLI4194
45078,2025-07-23,9:15,Sundae,Açaí,5,31.53,Gonçalves do Galho,MG,Loja Física,True,CLI2766
45079,2025-07-12,19:30,Casquinha,Menta,4,47.24,da Paz,PI,Loja Física,False,CLI8886
45080,2025-04-10,14:30,Casquinha,Caramelo,3,21.24,Pastor,PA,App,False,CLI2696
45081,2025-06-08,10:30,Casquinha,Limão,3,29.25,Caldeira,MS,Loja Física,False,CLI3866
45082,2025-04-04,17:45,Sundae,Limão,2,20.06,da Mota de Barbosa,AC,Loja Física,True,CLI8736
45083,2025-02-25,19:15,Pote,Menta,3,25.5,Viana do Campo,RR,Parceiro,False,CLI7175
45084,2025-03-06,8:30,Pote,Cookies,4,47.12,Ferreira da Mata,RN,Parceiro,False,CLI8719
45085,2025-07-18,20:00,Casquinha,Menta,-2,-13.94,Andrade do Campo,SC,Parceiro,True,CLI5652
45086,2025-08-03,16:15,Picolé,Menta,5,44.57,das Neves da Serra,AC,App,True,CLI6954
45087,2025-07-16,20:30,Pote,Menta,5,63.95,Castro,RS,Loja Física,False,CLI2855
45088,2025-07-18,20:45,Casquinha,Chocolate,1,12.21,Sales do Norte,SP,Parceiro,False,CLI8291
45089,2025-06-07,12:45,Sundae,Caramelo,5,46.13,Brito,AC,Loja Física,True,CLI3428
45090,2025-05-29,12:00,Picolé,Baunilha,1,11.46,Guerra,BA,App,False,CLI7669
45091,2025-05-26,8:15,Casquinha,Caramelo,-1,-5.32,da Luz de Minas,MT,Parceiro,True,CLI4512
45092,2025-06-08,18:45,Sundae,Cookies,2,24.9,Aragão do Sul,ES,App,False,CLI1981
45093,2025-05-15,9:00,Milkshake,Açaí,5,54.9,Campinas,ES,Loja Física,False,CLI3007
45094,2025-06-18,8:30,Pote,Chocolate,2,16.48,Nascimento,PR,Parceiro,True,CLI7001
45095,2025-03-10,19:15,Casquinha,Morango,-1,-11.34,Almeida Grande,MG,App,False,CLI3446
45096,2025-07-10,20:45,Pote,Limão,3,31.83,Correia do Amparo,ES,Loja Física,False,CLI4655
45097,2025-03-17,18:00,Milkshake,Baunilha,4,20.2,Campinas,AL,App,False,CLI1087
45098,2025-07-01,19:15,Casquinha,Chocolate,2,18.12,Siqueira,BA,App,False,CLI3415
45099,2025-04-02,19:00,Casquinha,Caramelo,2,16.66,da Luz,PB,Loja Física,True,CLI2908
45100,2025-08-18,13:15,Pote,Cookies,5,26.54,Cavalcanti das Pedras,AM,Parceiro,True,CLI5299
45101,2025-03-10,15:45,Sundae,Cookies,1,14.51,Pimenta do Norte,PB,Loja Física,False,CLI3510
45102,2025-07-25,19:00,Casquinha,Menta,2,13.68,Mendes do Norte,PB,App,False,CLI9927
45103,2025-05-28,13:45,Picolé,Limão,4,45.28,Andrade,SE,App,True,CLI3999
45104,2025-07-11,16:30,Sundae,Açaí,3,32.31,Silva da Mata,GO,App,False,CLI9174
45105,2025-07-07,13:45,Pote,Menta,-2,-14.18,Fogaça,PI,App,True,CLI3128
45106,2025-08-03,17:30,Pote,Cookies,2,12.33,Cunha,SE,Parceiro,True,CLI9505
45107,2025-08-10,12:30,Sundae,Morango,2,20.57,Porto de Vasconcelos,MT,App,True,CLI1868
45108,2025-05-10,18:45,Sundae,Chocolate,1,6.46,Fernandes,SC,Parceiro,True,CLI1884
45109,2025-04-21,15:30,Picolé,Chocolate,5,46.83,Gomes,SC,Loja Física,True,CLI7272
45110,2025-04-15,9:00,Sundae,Cookies,1,8.63,Fonseca,RO,Parceiro,False,CLI5810
45111,2025-03-01,17:30,Sundae,Açaí,1,10.05,Azevedo,PA,App,True,CLI3799
45112,2025-02-21,11:00,Pote,Caramelo,5,63.0,Nogueira,CE,Parceiro,True,CLI7177
45113,2025-05-05,15:00,Casquinha,Caramelo,3,16.94,Monteiro,RJ,App,True,CLI6243
45114,2025-08-03,10:00,Pote,Cookies,2,14.56,Sá dos Dourados,SC,Parceiro,False,CLI5531
45115,2025-03-08,13:30,Milkshake,Açaí,1,6.32,Martins da Praia,RR,App,True,CLI7363
45116,2025-08-04,16:00,Milkshake,Chocolate,-4,-52.76,Campinas,PI,App,False,CLI3481
45117,2025-04-22,20:30,Milkshake,Caramelo,3,37.89,Campinas,RR,Loja Física,False,CLI5758
45118,2025-04-03,11:30,Milkshake,Caramelo,3,14.59,Dias,AP,App,True,CLI5228
45119,2025-06-26,8:30,Casquinha,Açaí,4,29.6,da Mota de Fogaça,RJ,Parceiro,False,CLI6687
45120,2025-05-24,18:30,Picolé,Chocolate,3,19.35,Melo Grande,RR,Parceiro,True,CLI6399
45121,2025-07-15,12:15,Pote,Caramelo,2,22.96,Rezende de Rezende,CE,Loja Física,False,CLI3779
45122,2025-03-24,20:30,Picolé,Cookies,1,11.06,das Neves da Serra,DF,Parceiro,True,CLI7170
45123,2025-04-20,8:30,Casquinha,Cookies,4,38.35,da Conceição,PI,App,True,CLI2192
45124,2025-06-26,21:15,Pote,Morango,3,16.14,Cunha,PI,Parceiro,False,CLI3032
45125,2025-08-20,8:15,Picolé,Açaí,4,59.44,Sá de Oliveira,AM,App,False,CLI4390
45126,2025-04-13,14:45,Milkshake,Menta,6,67.87,Campinas,MT,App,True,CLI5584
45127,2025-03-24,13:45,Picolé,Morango,2,15.01,da Paz da Mata,AL,App,True,CLI4241
45128,2025-08-07,22:45,Casquinha,Menta,2,27.36,Porto do Oeste,GO,Loja Física,False,CLI2089
45129,2025-07-18,15:15,Picolé,Cookies,5,25.36,Vieira,TO,App,True,CLI7929
45130,2025-02-26,16:00,Picolé,Caramelo,4,20.56,das Neves,PB,Loja Física,False,CLI1969
45131,2025-07-18,14:30,Picolé,Caramelo,1,8.49,da Mata das Pedras,RS,Parceiro,False,CLI4619
45132,2025-02-21,16:15,Picolé,Chocolate,4,39.44,Barbosa Alegre,RR,Loja Física,True,CLI4972
45133,2025-08-21,10:30,Milkshake,Açaí,2,10.42,Rios Grande,SP,Parceiro,True,CLI5365
45134,2025-05-13,17:30,Picolé,Morango,5,61.15,Monteiro,PB,App,False,CLI7557
45135,2025-07-07,15:45,Sundae,Caramelo,3,15.88,Albuquerque do Sul,ES,Loja Física,True,CLI6579
45136,2025-04-13,14:00,Pote,Cookies,4,18.64,Aparecida de Montenegro,PR,Loja Física,True,CLI8329
45137,2025-04-15,10:30,Milkshake,Açaí,5,52.9,Moura,AP,Loja Física,False,CLI9300
45138,2025-03-16,18:00,Milkshake,Cookies,3,28.32,da Conceição,MG,Parceiro,True,CLI3787
45139,2025-07-05,10:45,Picolé,Caramelo,2,8.65,Marques de Barbosa,PI,Loja Física,True,CLI4388
45140,2025-07-27,12:45,Picolé,Menta,2,16.36,Vieira de das Neves,AM,Parceiro,False,CLI6690
45141,2025-04-13,21:30,Milkshake,Cookies,2,10.95,Montenegro do Galho,MS,Parceiro,True,CLI1807
45142,2025-05-27,10:00,Picolé,Chocolate,3,26.14,das Neves Alegre,RJ,Loja Física,True,CLI5868
45143,2025-06-24,15:30,Casquinha,Chocolate,1,6.36,da Mota de da Paz,DF,Parceiro,False,CLI1729
45144,2025-03-05,14:30,Milkshake,Cookies,2,23.45,Carvalho de Aparecida,PR,Loja Física,True,CLI3969
45145,2025-05-25,19:45,Picolé,Cookies,3,15.6,Marques,PB,Parceiro,True,CLI9522
45146,2025-07-26,15:45,Picolé,Morango,1,13.04,da Conceição,RS,Loja Física,False,CLI7180
45147,2025-06-26,15:15,Milkshake,Açaí,5,66.72,Caldeira de Abreu,RO,App,True,CLI6663
45148,2025-07-17,11:15,Casquinha,Caramelo,3,22.14,Santos do Campo,PB,Loja Física,False,CLI7878
45149,2025-07-19,18:15,Sundae,Menta,5,23.78,Peixoto,RR,App,True,CLI2639
45150,2025-05-30,19:15,Casquinha,Morango,5,33.86,da Mata da Mata,MS,Parceiro,True,CLI7831
45151,2025-07-21,18:45,Casquinha,Cookies,4,21.64,Ramos,TO,Parceiro,False,CLI2065
45152,2025-04-07,14:30,Casquinha,Chocolate,5,22.34,Moura de da Mata,ES,Loja Física,True,CLI8582
45153,2025-05-03,15:15,Casquinha,Morango,5,50.25,Farias,PE,App,False,CLI4324
45154,2025-08-05,13:00,Picolé,Açaí,3,18.18,Siqueira,SC,Loja Física,False,CLI4210
45155,2025-03-31,20:15,Milkshake,Cookies,-4,-36.49,Moura do Galho,MT,App,True,CLI8535
45156,2025-06-11,12:45,Picolé,Chocolate,1,12.35,Freitas das Pedras,RO,Loja Física,True,CLI7027
45157,2025-03-31,22:00,Sundae,Caramelo,4,35.84,Pacheco,MA,Loja Física,True,CLI6476
45158,2025-04-08,14:45,Picolé,Morango,5,21.57,Mendonça de Castro,RR,App,True,CLI7489
45159,2025-07-16,9:30,Pote,Menta,5,45.28,Ramos,MS,Loja Física,True,CLI6716
45160,2025-04-08,10:00,Pote,Açaí,5,60.85,Dias do Galho,SP,Parceiro,False,CLI1957
45161,2025-07-04,13:15,Picolé,Limão,4,41.52,Fernandes do Norte,RN,Parceiro,False,CLI4613
45162,2025-04-16,16:30,Milkshake,Cookies,3,22.04,Cavalcante das Pedras,MT,Parceiro,True,CLI4181
45163,2025-04-27,19:30,Picolé,Açaí,2,24.64,Aragão,MS,App,False,CLI4454
45164,2025-07-14,16:45,Pote,Menta,5,39.75,da Mota,RS,App,False,CLI3456
45165,2025-03-29,16:00,Casquinha,Baunilha,5,26.37,Pires,AL,Parceiro,True,CLI1987
45166,2025-05-07,16:15,Picolé,Menta,5,63.2,Mendes do Sul,RS,Parceiro,False,CLI6732
45167,2025-05-08,17:15,Picolé,Cookies,5,43.21,Araújo,RR,App,True,CLI3551
45168,2025-05-30,11:45,Milkshake,Chocolate,2,10.45,Borges de Leão,AC,Loja Física,True,CLI6633
45169,2025-06-18,12:30,Casquinha,Morango,3,19.8,da Rocha da Praia,GO,Parceiro,True,CLI9660
45170,2025-02-28,17:45,Picolé,Cookies,2,10.83,Jesus,AC,Loja Física,True,CLI4023
45171,2025-03-06,20:30,Pote,Limão,4,40.98,da Rosa,AC,App,True,CLI1335
45172,2025-08-18,13:30,Pote,Baunilha,-3,-28.65,Casa Grande,SE,Parceiro,False,CLI7398
45173,2025-05-03,18:15,Milkshake,Açaí,3,42.06,Pinto da Prata,AP,App,False,CLI4310
45174,2025-05-30,15:45,Sundae,Menta,5,36.15,Porto da Praia,ES,App,False,CLI5395
45175,2025-05-23,15:15,Pote,Limão,2,10.88,Pereira do Campo,DF,Parceiro,False,CLI9758
45176,2025-08-15,22:00,Picolé,Baunilha,1,8.02,Ramos da Serra,MG,App,True,CLI6713
45177,2025-06-18,22:30,Pote,Caramelo,1,5.27,da Cruz do Norte,TO,Loja Física,True,CLI9193
45178,2025-04-10,17:30,Picolé,Caramelo,2,21.32,Pimenta,RR,Parceiro,True,CLI1504
45179,2025-02-27,13:45,Sundae,Chocolate,3,21.4,Aragão,AM,Loja Física,True,CLI8350
45180,2025-07-26,9:45,Casquinha,Menta,3,40.68,Garcia de Rocha,BA,Loja Física,False,CLI8332
45181,2025-04-03,19:45,Casquinha,Morango,5,33.75,Araújo do Oeste,ES,Loja Física,False,CLI5926
45182,2025-03-27,11:30,Pote,Caramelo,5,50.9,Costa,RO,Parceiro,False,CLI7347
45183,2025-07-26,22:30,Pote,Menta,2,13.38,Duarte,PR,Parceiro,False,CLI3060
45184,2025-03-03,14:15,Pote,Açaí,4,41.16,Casa Grande,RJ,App,False,CLI1585
45185,2025-04-28,11:00,Milkshake,Morango,3,26.8,Cardoso,MT,Loja Física,True,CLI8932
45186,2025-07-21,20:00,Casquinha,Baunilha,3,35.34,Azevedo de Minas,RO,App,True,CLI4526
45187,2025-05-10,14:15,Sundae,Morango,3,15.36,da Cunha de Siqueira,RS,App,False,CLI1580
45188,2025-06-10,16:15,Casquinha,Açaí,3,31.17,Albuquerque,SC,Loja Física,False,CLI1010
45189,2025-08-08,17:15,Pote,Chocolate,3,23.88,Cavalcante,SC,Loja Física,False,CLI4850
45190,2025-03-28,21:15,Milkshake,Chocolate,6,87.9,Campinas,RN,App,False,CLI3588
45191,2025-06-09,21:15,Picolé,Açaí,1,6.41,Câmara Grande,PB,App,False,CLI6497
45192,2025-06-01,17:15,Sundae,Morango,3,40.95,Silva,SP,Parceiro,False,CLI2525
45193,2025-03-11,11:00,Milkshake,Morango,6,56.59,Campinas,SC,Parceiro,True,CLI1573
45194,2025-07-24,16:45,Picolé,Limão,1,7.98,Gonçalves,RO,Parceiro,False,CLI3804
45195,2025-05-27,11:00,Sundae,Baunilha,5,47.57,Viana,SP,Parceiro,True,CLI4390
45196,2025-02-26,12:15,Picolé,Baunilha,5,40.46,Pastor,ES,App,True,CLI5114
45197,2025-07-13,8:00,Casquinha,Menta,5,35.2,Nogueira Paulista,AL,Loja Física,False,CLI2637
45198,2025-03-02,22:15,Milkshake,Baunilha,2,10.66,Ferreira de Costa,CE,App,True,CLI8357
45199,2025-08-18,16:45,Casquinha,Cookies,5,29.11,Almeida de Borges,PR,Loja Física,True,CLI6201
45200,2025-05-31,11:00,Milkshake,Baunilha,4,54.24,Sampaio,PE,Loja Física,False,CLI8187
45201,2025-04-01,11:00,Milkshake,Cookies,4,17.96,Ramos,MA,App,True,CLI3316
45202,2025-03-25,22:30,Pote,Limão,2,11.25,Lopes do Oeste,PB,Loja Física,True,CLI9697
45203,2025-03-09,19:00,Pote,Menta,4,42.64,Cardoso de da Conceição,MS,Parceiro,False,CLI3873
45204,2025-04-13,20:30,Pote,Baunilha,3,31.41,Nascimento do Sul,AM,App,False,CLI5299
45205,2025-04-16,20:00,Sundae,Limão,5,42.71,Guerra do Oeste,SC,Loja Física,True,CLI1116
45206,2025-07-23,18:30,Casquinha,Açaí,3,43.32,Fonseca do Oeste,RJ,Parceiro,False,CLI5676
45207,2025-05-12,13:30,Pote,Caramelo,4,20.56,Dias de Goiás,AC,Parceiro,False,CLI7746
45208,2025-07-24,9:15,Pote,Caramelo,4,45.04,da Mata de Sampaio,MA,Parceiro,False,CLI3259
45209,2025-08-19,20:30,Pote,Caramelo,3,24.11,Marques do Sul,MG,App,True,CLI3940
45210,2025-04-04,19:00,Pote,Menta,3,31.62,Sá de Fernandes,SC,App,False,CLI3179
45211,2025-06-10,14:45,Pote,Caramelo,4,34.02,Ferreira,PA,Parceiro,True,CLI9655
45212,2025-03-20,19:30,Milkshake,Menta,2,14.41,da Mota de Pastor,MG,Loja Física,True,CLI9457
45213,2025-05-14,11:00,Pote,Açaí,1,7.24,Correia Grande,MA,App,False,CLI9857
45214,2025-06-25,12:15,Pote,Chocolate,3,26.37,Rezende,CE,App,True,CLI7152
45215,2025-06-26,16:45,Picolé,Caramelo,2,15.33,Mendes,SP,Parceiro,True,CLI5927
45216,2025-05-05,18:45,Picolé,Limão,4,32.52,da Costa do Galho,PE,Loja Física,True,CLI4125
45217,2025-08-18,16:45,Sundae,Chocolate,1,6.48,Castro,RR,Parceiro,False,CLI7143
45218,2025-07-10,12:00,Casquinha,Limão,2,12.78,Câmara de Silva,SC,App,False,CLI4386
45219,2025-04-20,16:15,Picolé,Morango,5,72.85,Lima,RO,Parceiro,False,CLI7199
45220,2025-04-19,8:30,Sundae,Cookies,5,49.95,Rezende,SP,Parceiro,False,CLI1161
45221,2025-07-24,22:15,Sundae,Cookies,2,14.89,Santos Paulista,PB,Loja Física,True,CLI9705
45222,2025-03-15,8:00,Milkshake,Morango,3,17.58,Novais da Serra,SP,App,False,CLI9992
45223,2025-04-17,19:45,Casquinha,Baunilha,3,21.57,Mendonça Alegre,PR,App,False,CLI3774
45224,2025-04-09,16:45,Milkshake,Cookies,4,49.77,Martins das Flores,PB,Loja Física,True,CLI9501
45225,2025-04-19,11:00,Pote,Caramelo,3,33.75,Araújo,PI,App,False,CLI9155
45226,2025-02-28,16:00,Casquinha,Caramelo,5,56.82,Guerra Paulista,SE,Loja Física,True,CLI9225
45227,2025-07-07,16:45,Sundae,Morango,3,35.98,Porto,CE,App,True,CLI6921
45228,2025-03-04,8:15,Casquinha,Açaí,5,69.65,Novaes do Sul,MT,App,False,CLI8871
45229,2025-06-22,20:15,Picolé,Baunilha,3,30.02,Pinto das Flores,BA,Loja Física,True,CLI6723
45230,2025-03-11,12:30,Casquinha,Menta,5,39.28,Fonseca,ES,Parceiro,True,CLI6691
45231,2025-06-06,16:15,Sundae,Menta,3,13.43,Cirino de Teixeira,PA,Loja Física,True,CLI6213
45232,2025-06-06,12:15,Pote,Menta,5,55.15,Costela do Campo,PB,App,False,CLI6902
45233,2025-05-03,20:45,Picolé,Limão,1,12.53,Fonseca do Campo,GO,App,False,CLI7714
45234,2025-05-04,8:30,Casquinha,Açaí,1,10.03,Vasconcelos do Campo,RR,App,False,CLI6180
45235,2025-06-19,19:30,Milkshake,Morango,5,66.55,Pimenta de Minas,RN,Parceiro,False,CLI9523
45236,2025-04-27,9:15,Sundae,Morango,3,26.19,Vieira da Serra,RJ,Loja Física,False,CLI9768
45237,2025-08-12,14:15,Casquinha,Caramelo,2,17.06,Brito,GO,Loja Física,False,CLI9392
45238,2025-05-10,22:15,Casquinha,Açaí,2,22.52,Moraes do Amparo,RJ,Parceiro,False,CLI6178
45239,2025-02-24,19:00,Casquinha,Menta,3,26.91,Macedo da Praia,GO,App,False,CLI8380
45240,2025-06-26,9:00,Sundae,Baunilha,4,35.96,Cirino,RO,App,False,CLI5926
45241,2025-03-05,19:30,Picolé,Limão,4,32.32,Monteiro do Norte,MT,App,True,CLI7009
45242,2025-06-30,12:45,Milkshake,Baunilha,4,21.96,Porto,PE,Parceiro,False,CLI2095
45243,2025-06-12,21:45,Sundae,Menta,5,50.3,Câmara de Goiás,RR,App,False,CLI3437
45244,2025-08-21,16:30,Picolé,Caramelo,2,10.71,Cirino,PI,Loja Física,True,CLI7906
45245,2025-04-21,15:45,Sundae,Menta,1,5.85,Mendes de Almeida,SC,Parceiro,False,CLI3023
45246,2025-06-23,19:15,Casquinha,Morango,2,22.8,Rodrigues da Serra,RS,App,False,CLI2179
45247,2025-04-07,13:00,Casquinha,Cookies,4,35.24,Leão,MA,App,False,CLI3102
45248,2025-05-12,22:00,Pote,Caramelo,1,5.22,Sampaio,RN,Parceiro,True,CLI8822
45249,2025-06-16,20:00,Picolé,Menta,4,31.44,Fernandes,AP,Parceiro,False,CLI5565
45250,2025-07-21,12:45,Milkshake,Menta,2,12.12,Melo das Pedras,BA,Loja Física,False,CLI1724
45251,2025-03-19,18:45,Milkshake,Caramelo,2,23.25,Monteiro Alegre,RN,App,True,CLI2120
45252,2025-05-25,16:15,Pote,Cookies,2,26.7,Rodrigues do Sul,RN,App,False,CLI7598
45253,2025-04-26,16:30,Pote,Açaí,3,36.18,da Cunha de Jesus,RS,Parceiro,False,CLI7776
45254,2025-06-17,9:15,Milkshake,Açaí,1,12.34,Andrade,SE,Parceiro,True,CLI9176
45255,2025-07-30,18:30,Milkshake,Açaí,5,54.46,Freitas,MA,App,True,CLI5513
45256,2025-03-19,21:15,Casquinha,Menta,5,34.4,da Cruz Grande,PI,App,True,CLI7115
45257,2025-05-10,13:00,Milkshake,Menta,2,14.36,Sampaio Verde,PB,Loja Física,False,CLI9774
45258,2025-07-15,9:30,Sundae,Limão,2,23.14,Vasconcelos,CE,App,False,CLI5750
45259,2025-04-19,19:45,Milkshake,Chocolate,3,23.1,Sales,PA,App,False,CLI1715
45260,2025-03-31,16:00,Casquinha,Baunilha,5,46.45,Cavalcante da Praia,MT,Loja Física,False,CLI1235
45261,2025-03-29,13:45,Pote,Caramelo,3,20.7,Alves Paulista,ES,Parceiro,False,CLI2106
45262,2025-08-20,17:45,Picolé,Cookies,3,23.97,Pacheco de da Mata,RO,Loja Física,True,CLI9448
45263,2025-07-09,10:15,Milkshake,Açaí,3,35.5,Dias Verde,AP,Parceiro,True,CLI6170
45264,2025-03-09,20:00,Picolé,Caramelo,2,17.82,Borges dos Dourados,AC,App,False,CLI4580
45265,2025-04-28,16:15,Sundae,Limão,2,15.68,Carvalho,RS,Parceiro,False,CLI7416
45266,2025-04-02,12:30,Milkshake,Menta,2,20.98,Fogaça de Cavalcante,TO,Loja Física,False,CLI1995
45267,2025-03-31,15:30,Milkshake,Açaí,5,45.87,Marques de Novaes,SE,App,True,CLI3216
45268,2025-03-21,16:00,Pote,Chocolate,-1,-6.31,da Paz do Campo,GO,Loja Física,True,CLI8181
45269,2025-02-25,17:45,Picolé,Baunilha,1,8.13,Nunes,AM,Loja Física,False,CLI2430
45270,2025-03-28,8:00,Casquinha,Açaí,3,17.49,Camargo,MT,Parceiro,True,CLI4189
45271,2025-04-03,10:30,Sundae,Cookies,5,20.49,Monteiro,RS,Parceiro,True,CLI4296
45272,2025-04-14,10:30,Pote,Caramelo,1,9.67,Novais,PR,Parceiro,False,CLI8233
45273,2025-08-12,20:45,Pote,Baunilha,3,33.64,Pimenta Verde,SP,App,True,CLI2836
45274,2025-03-24,14:45,Milkshake,Menta,1,8.26,Gonçalves,AC,Parceiro,True,CLI8499
45275,2025-04-24,22:15,Milkshake,Morango,4,25.87,Brito dos Dourados,RO,Parceiro,True,CLI5229
45276,2025-05-17,15:00,Sundae,Açaí,3,13.47,Porto da Prata,AC,Parceiro,True,CLI4341
45277,2025-06-21,18:30,Casquinha,Baunilha,5,70.5,Garcia de Rocha,SC,Parceiro,False,CLI6303
45278,2025-07-23,17:15,Pote,Limão,5,62.12,Aragão,SE,Loja Física,True,CLI3483
45279,2025-04-22,14:00,Milkshake,Caramelo,1,12.31,Jesus da Prata,MA,App,True,CLI1257
45280,2025-04-20,12:45,Casquinha,Açaí,2,17.51,Ribeiro,MS,App,True,CLI7209
45281,2025-05-21,16:30,Sundae,Baunilha,4,58.72,da Costa de Minas,GO,App,False,CLI1165
45282,2025-07-10,14:15,Sundae,Limão,3,28.57,Costa da Serra,AM,Parceiro,True,CLI7586
45283,2025-02-22,21:30,Pote,Limão,1,8.38,Fernandes de Goiás,RJ,App,False,CLI2687
45284,2025-08-07,21:45,Picolé,Cookies,2,17.77,Andrade,MS,App,True,CLI8219
45285,2025-07-07,20:30,Picolé,Menta,1,9.62,Lopes do Galho,MT,Loja Física,False,CLI3033
45286,2025-03-05,9:00,Sundae,Caramelo,2,19.09,Cavalcanti,AP,Loja Física,True,CLI3873
45287,2025-08-07,21:00,Milkshake,Menta,4,54.01,Campinas,MA,Loja Física,True,CLI6497
45288,2025-03-28,13:15,Sundae,Açaí,2,15.37,Moraes de Goiás,DF,Loja Física,True,CLI5057
45289,2025-08-18,15:45,Sundae,Cookies,2,23.15,das Neves,RN,App,True,CLI7729
45290,2025-05-02,10:00,Casquinha,Açaí,4,23.49,Araújo Verde,SC,App,True,CLI6796
45291,2025-08-05,11:00,Pote,Cookies,2,24.56,Costa de Nunes,SP,App,False,CLI8400
45292,2025-07-09,8:30,Milkshake,Açaí,3,36.36,Campinas,AP,App,False,CLI5226
45293,2025-04-22,15:30,Pote,Açaí,4,24.39,Macedo Verde,SE,App,True,CLI5953
45294,2025-04-29,21:30,Picolé,Caramelo,2,25.85,Martins do Amparo,AC,App,True,CLI8036
45295,2025-05-17,11:45,Sundae,Menta,1,9.15,Cirino,GO,App,True,CLI5245
45296,2025-03-01,16:00,Milkshake,Chocolate,3,30.3,Cunha dos Dourados,PA,Loja Física,False,CLI9969
45297,2025-07-30,22:15,Sundae,Menta,3,23.62,Pinto do Sul,TO,Loja Física,True,CLI1763
45298,2025-06-03,21:30,Picolé,Limão,1,7.47,Borges,AM,App,False,CLI1053
45299,2025-03-01,13:15,Pote,Açaí,5,52.35,Pimenta do Sul,MS,Parceiro,False,CLI2975
45300,2025-03-25,16:00,Picolé,Morango,4,42.08,Peixoto do Campo,GO,Loja Física,False,CLI6066
45301,2025-03-31,12:15,Sundae,Menta,2,22.54,Rocha das Pedras,AL,Loja Física,False,CLI2348
45302,2025-07-08,17:45,Pote,Açaí,5,34.19,Mendes,MA,Parceiro,True,CLI6673
45303,2025-07-19,20:45,Sundae,Baunilha,1,13.81,da Costa,RJ,Loja Física,False,CLI3112
45304,2025-03-21,21:00,Casquinha,Caramelo,4,50.56,Azevedo,PB,Loja Física,False,CLI3150
45305,2025-07-06,16:30,Picolé,Chocolate,3,26.61,da Rosa de Goiás,MG,App,True,CLI2996
45306,2025-05-04,12:00,Picolé,Caramelo,3,17.04,Nogueira Alegre,PR,App,True,CLI2939
45307,2025-03-11,20:15,Milkshake,Baunilha,2,9.45,Azevedo,BA,Loja Física,True,CLI4609
45308,2025-03-10,19:30,Casquinha,Chocolate,1,9.82,Jesus,PI,Parceiro,True,CLI7099
45309,2025-03-07,13:45,Milkshake,Baunilha,4,50.04,Vieira,GO,Parceiro,False,CLI2971
45310,2025-03-07,10:45,Sundae,Cookies,3,32.34,da Mota de Minas,RR,App,False,CLI7068
