id_cliente,cliente_recorrente,quantidade_transacoes_cliente,faixa_frequencia_cliente,segmento_valor_cliente,primeira_data_compra,ultima_data_compra,dias_entre_primeira_ultima_compra,receita_total_cliente,volume_total_cliente,ticket_medio_cliente,cidade_principal,estado_principal,canal_preferencial,categoria_preferencial
CLI7306,True,5,4 a 6 compras,Alto valor,2025-03-19,2025-08-18,152,200.31,17,40.06,Campos,AC,App,Pote
CLI7307,True,3,2 a 3 compras,Baixo valor,2025-05-16,2025-07-18,63,46.38,8,15.46,Mendes De Sampaio,PI,Loja Física,Casquinha
CLI7308,True,7,7 a 10 compras,Baixo valor,2025-04-04,2025-08-17,135,93.7,15,13.39,Correia,ES,App,Pote
CLI7309,True,6,4 a 6 compras,Medio valor,2025-03-04,2025-08-06,155,123.47,14,20.58,Borges Das Flores,AC,Loja Física,Milkshake
CLI7310,True,2,2 a 3 compras,Baixo valor,2025-03-02,2025-08-17,168,70.66,7,35.33,Andrade,MT,Loja Física,Casquinha
CLI7311,True,7,7 a 10 compras,Medio valor,2025-02-20,2025-06-19,119,142.31,20,20.33,Campinas,AL,Loja Física,Pote
CLI7312,True,8,7 a 10 compras,Alto valor,2025-02-26,2025-07-27,151,285.5,28,35.69,Cirino De Minas,AC,Loja Física,Picolé
CLI7313,True,4,4 a 6 compras,Medio valor,2025-02-25,2025-07-15,140,119.11999999999999,12,29.78,Carvalho De Moura,AM,Loja Física,Milkshake
CLI7314,True,7,7 a 10 compras,Medio valor,2025-02-27,2025-08-20,174,124.08,16,17.73,Campinas,GO,Parceiro,Milkshake
CLI7315,True,10,7 a 10 compras,Alto valor,2025-03-04,2025-07-19,137,197.26999999999998,26,19.73,Andrade Do Campo,AL,Parceiro,Sundae
CLI7316,True,2,2 a 3 compras,Baixo valor,2025-02-20,2025-09-03,195,52.32,5,26.16,Camargo,AM,App,Milkshake
CLI7317,True,2,2 a 3 compras,Baixo valor,2025-02-21,2025-05-19,87,44.43,6,22.22,Alves Do Norte,MT,App,Casquinha
CLI7318,True,4,4 a 6 compras,Medio valor,2025-06-26,2025-08-17,52,150.26,17,37.56,Araújo Da Praia,DF,Parceiro,Casquinha
CLI7319,True,5,4 a 6 compras,Medio valor,2025-03-04,2025-07-30,148,136.74,17,27.35,Lima,AC,Parceiro,Milkshake
CLI7320,True,5,4 a 6 compras,Medio valor,2025-05-24,2025-07-28,65,126.86,14,25.37,Caldeira,BA,App,Casquinha
CLI7321,True,6,4 a 6 compras,Baixo valor,2025-03-22,2025-08-07,138,93.69,12,15.62,Alves Da Mata,AM,Parceiro,Pote
CLI7323,True,6,4 a 6 compras,Medio valor,2025-03-08,2025-09-15,191,138.64,17,23.11,Campos,DF,App,Milkshake
CLI7324,True,7,7 a 10 compras,Medio valor,2025-03-27,2025-08-16,142,158.78,19,22.68,Ribeiro,AP,Loja Física,Milkshake
CLI7325,True,4,4 a 6 compras,Medio valor,2025-03-05,2025-05-26,82,115.53,13,28.88,Costela,PA,App,Sundae
CLI7326,False,1,1 compra,Baixo valor,2025-03-28,2025-03-28,0,15.98,2,15.98,Rezende,BA,Parceiro,Casquinha
CLI7327,True,5,4 a 6 compras,Medio valor,2025-03-07,2025-07-09,124,118.07,15,23.61,Brito,MA,Loja Física,Picolé
CLI7328,True,6,4 a 6 compras,Alto valor,2025-03-10,2025-08-21,164,181.45,18,30.24,Camargo,AC,App,Casquinha
CLI7329,True,6,4 a 6 compras,Baixo valor,2025-03-02,2025-07-24,144,100.2,14,16.7,Almeida De Abreu,GO,App,Picolé
CLI7330,True,5,4 a 6 compras,Medio valor,2025-05-03,2025-08-31,120,145.0,17,29.0,Barbosa,PI,Loja Física,Picolé
CLI7331,True,7,7 a 10 compras,Medio valor,2025-03-07,2025-09-02,179,163.23,17,23.32,Albuquerque De Camargo,RO,Loja Física,Picolé
CLI7332,True,4,4 a 6 compras,Baixo valor,2025-03-28,2025-07-08,102,109.91999999999999,11,27.48,Cavalcanti De Camargo,MT,Parceiro,Picolé
CLI7333,True,4,4 a 6 compras,Baixo valor,2025-04-03,2025-06-24,82,78.25,7,19.56,Cassiano De Cavalcanti,ES,App,Sundae
CLI7334,True,3,2 a 3 compras,Medio valor,2025-04-10,2025-06-10,61,130.5,13,43.5,Da Mata,BA,App,Pote
CLI7335,True,3,2 a 3 compras,Baixo valor,2025-07-11,2025-07-31,20,88.71,10,29.57,Campos Das Flores,PI,App,Sundae
CLI7336,True,5,4 a 6 compras,Medio valor,2025-04-11,2025-07-27,107,131.32,15,26.26,Câmara,AL,Parceiro,Milkshake
CLI7337,True,3,2 a 3 compras,Baixo valor,2025-05-12,2025-07-14,63,79.06,9,26.35,Mendes De Monteiro,RO,App,Milkshake
CLI7338,True,6,4 a 6 compras,Medio valor,2025-04-04,2025-08-21,139,138.17000000000002,15,23.03,Brito,RJ,App,Milkshake
CLI7339,True,9,7 a 10 compras,Alto valor,2025-03-02,2025-08-20,171,188.5,30,20.94,Vasconcelos,AP,App,Picolé
CLI7340,True,7,7 a 10 compras,Medio valor,2025-02-26,2025-08-16,171,160.96,18,22.99,Barbosa,CE,Loja Física,Pote
CLI7341,True,2,2 a 3 compras,Baixo valor,2025-07-09,2025-08-16,38,77.37,7,38.68,Casa Grande,GO,App,Casquinha
CLI7342,True,7,7 a 10 compras,Alto valor,2025-02-25,2025-06-21,116,307.77000000000004,32,43.97,Albuquerque,MG,App,Picolé
CLI7343,True,6,4 a 6 compras,Alto valor,2025-03-11,2025-08-13,155,213.71,20,35.62,Alves Alegre,AP,App,Picolé
CLI7344,True,4,4 a 6 compras,Medio valor,2025-04-21,2025-08-20,121,171.11,17,42.78,Campinas,BA,Loja Física,Milkshake
CLI7345,True,6,4 a 6 compras,Medio valor,2025-04-24,2025-08-06,104,116.74000000000001,16,19.46,Aragão,AL,App,Sundae
CLI7346,True,4,4 a 6 compras,Medio valor,2025-02-24,2025-07-23,149,171.86,14,42.96,Correia,AL,Parceiro,Casquinha
CLI7347,True,3,2 a 3 compras,Baixo valor,2025-03-27,2025-06-20,85,100.36,9,33.45,Costa,MG,Parceiro,Pote
CLI7348,True,5,4 a 6 compras,Medio valor,2025-05-19,2025-08-14,87,117.86,18,23.57,Carvalho,DF,Parceiro,Picolé
CLI7349,True,5,4 a 6 compras,Medio valor,2025-05-02,2025-07-25,84,177.23,18,35.45,Almeida Da Mata,AC,Loja Física,Picolé
CLI7350,True,5,4 a 6 compras,Medio valor,2025-03-17,2025-08-06,142,169.2,17,33.84,Barbosa Do Campo,SC,Parceiro,Picolé
CLI7351,True,7,7 a 10 compras,Medio valor,2025-03-08,2025-08-19,164,156.59,19,22.37,Barbosa Grande,RJ,App,Milkshake
CLI7352,True,3,2 a 3 compras,Baixo valor,2025-05-04,2025-07-31,88,36.019999999999996,8,12.01,Aragão De Melo,AP,App,Picolé
CLI7353,True,6,4 a 6 compras,Medio valor,2025-02-20,2025-08-14,175,144.66,14,24.11,Camargo Da Praia,RJ,App,Pote
CLI7354,True,5,4 a 6 compras,Medio valor,2025-03-10,2025-03-27,17,166.64,16,33.33,Camargo Paulista,AC,Parceiro,Picolé
CLI7355,True,8,7 a 10 compras,Alto valor,2025-02-24,2025-07-23,149,213.99,25,26.75,Barbosa Do Campo,RS,Loja Física,Milkshake
CLI7356,True,3,2 a 3 compras,Baixo valor,2025-02-23,2025-07-05,132,92.17,9,30.72,Campinas,MS,Loja Física,Casquinha
CLI7357,True,4,4 a 6 compras,Baixo valor,2025-03-02,2025-08-17,168,93.18,10,23.3,Azevedo De Moreira,AC,Loja Física,Picolé
CLI7358,True,3,2 a 3 compras,Baixo valor,2025-02-24,2025-07-04,130,80.16,7,26.72,Cardoso,AM,App,Casquinha
CLI7359,True,6,4 a 6 compras,Alto valor,2025-02-21,2025-07-12,141,182.04,18,30.34,Cunha,RR,Loja Física,Sundae
CLI7360,True,2,2 a 3 compras,Baixo valor,2025-07-03,2025-08-11,39,67.38,6,33.69,Marques,AM,App,Picolé
CLI7361,True,11,Mais de 10 compras,Alto valor,2025-03-21,2025-07-25,126,298.6,32,27.15,Alves,RO,App,Pote
CLI7362,True,5,4 a 6 compras,Medio valor,2025-02-27,2025-06-26,119,141.28,15,28.26,Mendonça De Cassiano,AM,App,Milkshake
CLI7363,True,6,4 a 6 compras,Medio valor,2025-02-24,2025-08-16,173,135.49,15,22.58,Andrade Do Oeste,RR,App,Casquinha
CLI7364,True,7,7 a 10 compras,Alto valor,2025-03-09,2025-08-16,160,179.53,20,25.65,Campinas,AL,App,Milkshake
CLI7365,True,4,4 a 6 compras,Medio valor,2025-03-18,2025-06-18,92,162.21,17,40.55,Aragão Paulista,MA,Parceiro,Casquinha
CLI7366,True,3,2 a 3 compras,Medio valor,2025-03-31,2025-07-02,93,112.72,12,37.57,Das Neves,DF,Parceiro,Casquinha
CLI7367,True,3,2 a 3 compras,Baixo valor,2025-03-12,2025-08-05,146,81.72999999999999,9,27.24,Campos Da Mata,MA,App,Casquinha
CLI7368,True,2,2 a 3 compras,Baixo valor,2025-05-30,2025-08-17,79,27.740000000000002,5,13.87,Cavalcanti De Lima,BA,App,Milkshake
CLI7369,True,3,2 a 3 compras,Baixo valor,2025-03-09,2025-07-21,134,80.44,9,26.81,Borges,DF,App,Milkshake
CLI7370,True,8,7 a 10 compras,Alto valor,2025-04-15,2025-08-19,126,299.13,30,37.39,Campinas,AP,App,Sundae
CLI7371,True,4,4 a 6 compras,Medio valor,2025-03-12,2025-06-11,91,136.25,15,34.06,Araújo,AM,Loja Física,Casquinha
CLI7372,True,4,4 a 6 compras,Medio valor,2025-02-26,2025-07-18,142,126.53999999999999,15,31.64,Alves,AP,Loja Física,Sundae
CLI7373,True,5,4 a 6 compras,Medio valor,2025-03-02,2025-05-21,80,166.76999999999998,15,33.35,Câmara,AM,Parceiro,Picolé
CLI7374,True,4,4 a 6 compras,Baixo valor,2025-03-23,2025-05-28,66,97.46000000000001,12,24.36,Da Mota,DF,Loja Física,Picolé
CLI7375,True,4,4 a 6 compras,Baixo valor,2025-03-11,2025-06-19,100,76.17,10,19.04,Barros De Vieira,MA,Parceiro,Casquinha
CLI7376,True,6,4 a 6 compras,Medio valor,2025-02-28,2025-09-04,188,142.09,20,23.68,Caldeira,AM,Parceiro,Milkshake
CLI7377,True,5,4 a 6 compras,Medio valor,2025-03-20,2025-06-21,93,149.92000000000002,15,29.98,Campinas,RS,App,Milkshake
CLI7378,True,3,2 a 3 compras,Baixo valor,2025-03-29,2025-08-04,128,62.75,5,20.92,Borges De Rios,BA,App,Milkshake
CLI7379,True,5,4 a 6 compras,Medio valor,2025-03-11,2025-08-10,152,138.18,15,27.64,Abreu,AP,Parceiro,Sundae
CLI7380,True,7,7 a 10 compras,Medio valor,2025-02-24,2025-07-05,131,157.44,19,22.49,Almeida Da Serra,AC,App,Pote
CLI7381,True,6,4 a 6 compras,Medio valor,2025-02-24,2025-07-27,153,146.27,17,24.38,Albuquerque De Vasconcelos,RS,Parceiro,Picolé
CLI7382,True,6,4 a 6 compras,Medio valor,2025-02-25,2025-06-11,106,160.38,19,26.73,Araújo,AL,Loja Física,Milkshake
CLI7383,True,3,2 a 3 compras,Baixo valor,2025-06-05,2025-07-21,46,94.53,10,31.51,Costela Do Campo,AM,App,Milkshake
CLI7384,True,10,7 a 10 compras,Alto valor,2025-03-22,2025-08-08,139,294.18,28,29.42,Abreu,BA,Loja Física,Picolé
CLI7385,True,7,7 a 10 compras,Alto valor,2025-02-28,2025-09-08,192,184.07,18,26.3,Campinas,MG,Loja Física,Milkshake
CLI7386,True,5,4 a 6 compras,Baixo valor,2025-02-21,2025-05-20,88,88.17,9,17.63,Azevedo Do Sul,AM,Loja Física,Sundae
CLI7387,True,4,4 a 6 compras,Baixo valor,2025-04-17,2025-08-11,116,89.31,11,22.33,Machado,MA,Loja Física,Pote
CLI7388,True,7,7 a 10 compras,Alto valor,2025-04-16,2025-08-11,117,264.6,27,37.8,Barros Dos Dourados,TO,App,Pote
CLI7389,True,8,7 a 10 compras,Alto valor,2025-05-03,2025-08-14,103,272.74,28,34.09,Alves,AC,Loja Física,Milkshake
CLI7390,True,2,2 a 3 compras,Baixo valor,2025-02-25,2025-08-18,174,35.71,4,17.86,Azevedo Dos Dourados,BA,Loja Física,Picolé
CLI7391,True,7,7 a 10 compras,Alto valor,2025-02-23,2025-08-03,161,207.19,20,29.6,Campinas,AL,Parceiro,Milkshake
CLI7392,True,6,4 a 6 compras,Medio valor,2025-03-16,2025-08-18,155,160.64,18,26.77,Borges Das Pedras,AC,Parceiro,Casquinha
CLI7393,True,8,7 a 10 compras,Alto valor,2025-02-22,2025-04-30,67,204.95999999999998,20,25.62,Da Cruz,BA,App,Casquinha
CLI7394,True,7,7 a 10 compras,Medio valor,2025-02-23,2025-07-28,155,164.38,21,23.48,Abreu,AL,App,Picolé
CLI7395,True,3,2 a 3 compras,Baixo valor,2025-04-12,2025-06-02,51,98.69,10,32.9,Cavalcanti,PA,Parceiro,Milkshake
CLI7396,True,6,4 a 6 compras,Medio valor,2025-03-14,2025-07-11,119,168.3,20,28.05,Da Mota,AC,Loja Física,Picolé
CLI7397,True,7,7 a 10 compras,Alto valor,2025-02-24,2025-06-11,107,253.6,28,36.23,Caldeira Das Flores,AP,Parceiro,Casquinha
CLI7398,True,4,4 a 6 compras,Medio valor,2025-02-25,2025-08-09,165,145.64,13,36.41,Aragão De Nogueira,PA,Parceiro,Pote
CLI7399,True,3,2 a 3 compras,Baixo valor,2025-02-22,2025-08-08,167,84.53999999999999,7,28.18,Campinas,ES,App,Casquinha
CLI7400,True,3,2 a 3 compras,Baixo valor,2025-04-18,2025-07-12,85,56.76,7,18.92,Marques,BA,Loja Física,Milkshake
CLI7401,True,7,7 a 10 compras,Alto valor,2025-02-26,2025-07-30,154,222.97,23,31.85,Camargo Das Flores,SC,Loja Física,Casquinha
CLI7402,True,8,7 a 10 compras,Alto valor,2025-03-13,2025-08-15,155,209.3,27,26.16,Jesus Da Serra,SC,App,Picolé
CLI7403,True,6,4 a 6 compras,Baixo valor,2025-02-20,2025-08-18,179,75.15,10,12.52,Albuquerque,RN,Parceiro,Casquinha
CLI7404,True,4,4 a 6 compras,Baixo valor,2025-03-28,2025-06-02,66,98.6,9,24.65,Abreu,AC,Parceiro,Picolé
CLI7405,True,4,4 a 6 compras,Medio valor,2025-03-25,2025-06-20,87,136.98000000000002,14,34.25,Almeida,PE,App,Casquinha
CLI7406,True,5,4 a 6 compras,Alto valor,2025-03-07,2025-08-12,158,203.13,17,40.63,Campos Do Norte,DF,Parceiro,Sundae
CLI7407,True,5,4 a 6 compras,Medio valor,2025-02-21,2025-08-08,168,164.8,19,32.96,Carvalho,AC,Loja Física,Milkshake
CLI7408,True,8,7 a 10 compras,Alto valor,2025-03-05,2025-08-10,158,232.17000000000002,23,29.02,Dias,MG,App,Picolé
CLI7409,True,7,7 a 10 compras,Medio valor,2025-04-11,2025-08-14,125,163.95,18,23.42,Campinas,AC,Parceiro,Sundae
CLI7410,True,3,2 a 3 compras,Baixo valor,2025-05-24,2025-09-08,107,57.370000000000005,8,19.12,Carvalho,MT,App,Milkshake
CLI7411,True,8,7 a 10 compras,Alto valor,2025-03-15,2025-07-18,125,228.53,27,28.57,Campinas,AC,App,Sundae
CLI7412,True,4,4 a 6 compras,Baixo valor,2025-04-19,2025-07-04,76,103.88000000000001,11,25.97,Albuquerque,MA,Parceiro,Casquinha
CLI7413,True,3,2 a 3 compras,Baixo valor,2025-03-20,2025-08-19,152,74.42999999999999,7,24.81,Castro,AP,App,Sundae
CLI7414,True,6,4 a 6 compras,Medio valor,2025-02-20,2025-08-20,181,133.57,14,22.26,Almeida Verde,PB,Parceiro,Milkshake
CLI7415,True,2,2 a 3 compras,Baixo valor,2025-07-25,2025-08-17,23,59.63,9,29.82,Costela,AC,App,Pote
CLI7416,True,7,7 a 10 compras,Alto valor,2025-03-02,2025-08-13,164,213.3,20,30.47,Campinas,BA,Parceiro,Milkshake
CLI7417,True,4,4 a 6 compras,Alto valor,2025-04-25,2025-07-31,97,179.48,18,44.87,Fogaça De Goiás,AC,App,Milkshake
CLI7418,True,2,2 a 3 compras,Baixo valor,2025-07-05,2025-08-19,45,74.68,6,37.34,Jesus Da Prata,AL,App,Pote
CLI7419,True,7,7 a 10 compras,Medio valor,2025-02-22,2025-07-29,157,157.8,20,22.54,Fonseca,MG,Loja Física,Picolé
CLI7420,True,8,7 a 10 compras,Alto valor,2025-03-22,2025-08-19,150,275.15,28,34.39,Aparecida,AC,App,Milkshake
CLI7421,True,10,7 a 10 compras,Alto valor,2025-03-15,2025-08-20,158,375.24,38,37.52,Borges De Siqueira,AC,Loja Física,Sundae
CLI7422,True,3,2 a 3 compras,Baixo valor,2025-06-09,2025-08-16,68,91.68,10,30.56,Pires De Pinto,MA,Loja Física,Casquinha
CLI7423,True,9,7 a 10 compras,Alto valor,2025-03-18,2025-08-06,141,267.79,26,29.75,Almeida,BA,Loja Física,Milkshake
CLI7424,True,4,4 a 6 compras,Baixo valor,2025-03-04,2025-08-05,154,109.16,14,27.29,Azevedo Do Oeste,AC,Loja Física,Casquinha
CLI7425,True,6,4 a 6 compras,Alto valor,2025-03-19,2025-08-20,154,207.84,26,34.64,Câmara Da Mata,DF,Parceiro,Picolé
CLI7426,True,2,2 a 3 compras,Baixo valor,2025-07-07,2025-07-23,16,64.24000000000001,6,32.12,Barros Do Norte,BA,App,Milkshake
CLI7427,True,7,7 a 10 compras,Medio valor,2025-02-23,2025-08-30,188,145.16,18,20.74,Brito,AL,Parceiro,Sundae
CLI7428,True,2,2 a 3 compras,Baixo valor,2025-08-14,2025-09-09,26,38.8,4,19.4,Lopes,MA,Parceiro,Casquinha
CLI7429,True,7,7 a 10 compras,Alto valor,2025-03-17,2025-08-09,145,214.45,25,30.64,Almeida,BA,App,Casquinha
CLI7430,True,8,7 a 10 compras,Alto valor,2025-03-01,2025-08-19,171,236.25,31,29.53,Cardoso,AM,Loja Física,Picolé
CLI7431,True,6,4 a 6 compras,Medio valor,2025-03-13,2025-08-15,155,131.24,15,21.87,Albuquerque Dos Dourados,DF,Loja Física,Pote
CLI7432,True,9,7 a 10 compras,Alto valor,2025-02-25,2025-07-15,140,196.3,22,21.81,Campinas,AM,Loja Física,Milkshake
CLI7433,True,4,4 a 6 compras,Baixo valor,2025-04-26,2025-07-03,68,95.22,12,23.8,Abreu,MS,App,Milkshake
CLI7434,True,8,7 a 10 compras,Alto valor,2025-03-06,2025-08-17,164,306.15,30,38.27,Almeida,DF,Loja Física,Casquinha
CLI7435,True,8,7 a 10 compras,Alto valor,2025-03-10,2025-07-14,126,233.29,22,29.16,Cirino Grande,GO,App,Pote
CLI7436,True,4,4 a 6 compras,Baixo valor,2025-03-04,2025-07-01,119,89.95,11,22.49,Nunes Das Pedras,GO,Loja Física,Picolé
CLI7437,True,6,4 a 6 compras,Medio valor,2025-02-23,2025-08-18,176,169.22,19,28.2,Campinas,RO,Parceiro,Milkshake
CLI7438,True,3,2 a 3 compras,Medio valor,2025-03-13,2025-07-07,116,135.32999999999998,13,45.11,Nogueira,ES,Loja Física,Milkshake
CLI7439,True,5,4 a 6 compras,Alto valor,2025-05-11,2025-08-14,95,180.79,20,36.16,Aragão De Correia,MG,App,Milkshake
CLI7440,True,6,4 a 6 compras,Alto valor,2025-02-28,2025-07-30,152,181.81,19,30.3,Campinas,DF,App,Picolé
CLI7441,True,9,7 a 10 compras,Alto valor,2025-03-02,2025-08-15,166,285.05,27,31.67,Carvalho Paulista,BA,Parceiro,Pote
CLI7442,True,4,4 a 6 compras,Medio valor,2025-02-20,2025-08-06,167,126.28999999999999,16,31.57,Campinas,ES,App,Milkshake
CLI7443,True,4,4 a 6 compras,Medio valor,2025-03-12,2025-08-01,142,149.94,15,37.48,Freitas Das Flores,AM,App,Picolé
CLI7444,True,4,4 a 6 compras,Baixo valor,2025-02-25,2025-08-13,169,66.24000000000001,10,16.56,Abreu,AL,App,Casquinha
CLI7445,True,2,2 a 3 compras,Baixo valor,2025-03-03,2025-06-21,110,60.55,6,30.28,Fogaça Paulista,RJ,App,Casquinha
CLI7446,True,11,Mais de 10 compras,Alto valor,2025-03-13,2025-08-16,156,256.49,33,23.32,Carvalho Dos Dourados,AM,Parceiro,Picolé
CLI7447,True,4,4 a 6 compras,Baixo valor,2025-06-07,2025-08-15,69,73.05,10,18.26,Albuquerque Do Oeste,AC,Parceiro,Casquinha
CLI7448,True,4,4 a 6 compras,Medio valor,2025-03-09,2025-05-21,73,164.01999999999998,17,41.0,Campinas,AM,Loja Física,Sundae
CLI7449,True,3,2 a 3 compras,Baixo valor,2025-05-17,2025-08-09,84,104.72,12,34.91,Ferreira,AM,App,Casquinha
CLI7450,True,5,4 a 6 compras,Baixo valor,2025-04-08,2025-08-06,120,87.75,8,17.55,Cavalcanti Grande,AM,Loja Física,Casquinha
CLI7451,False,1,1 compra,Baixo valor,2025-05-10,2025-05-10,0,13.38,1,13.38,Monteiro Da Praia,MS,App,Sundae
CLI7452,True,5,4 a 6 compras,Baixo valor,2025-03-09,2025-07-31,144,110.45,14,22.09,Costela,MS,Loja Física,Casquinha
CLI7453,True,5,4 a 6 compras,Medio valor,2025-02-28,2025-07-27,149,113.34,11,22.67,Abreu Da Serra,DF,App,Picolé
CLI7454,True,2,2 a 3 compras,Baixo valor,2025-05-03,2025-06-05,33,36.010000000000005,5,18.01,Da Mata De Pereira,AM,App,Milkshake
CLI7455,True,4,4 a 6 compras,Baixo valor,2025-05-02,2025-07-08,67,100.67,11,25.17,Camargo,AL,App,Casquinha
CLI7456,True,4,4 a 6 compras,Baixo valor,2025-03-23,2025-08-08,138,98.62,9,24.66,Da Cunha,AM,Parceiro,Pote
CLI7457,True,7,7 a 10 compras,Alto valor,2025-03-30,2025-08-12,135,187.89,27,26.84,Borges Do Oeste,RO,App,Pote
CLI7458,True,5,4 a 6 compras,Baixo valor,2025-03-09,2025-08-03,147,87.56,11,17.51,Andrade Verde,AM,Parceiro,Picolé
CLI7459,True,11,Mais de 10 compras,Alto valor,2025-02-21,2025-08-21,181,255.71,30,23.25,Caldeira,MS,Loja Física,Casquinha
CLI7460,True,3,2 a 3 compras,Baixo valor,2025-02-24,2025-05-19,84,86.23,11,28.74,Jesus,AP,App,Milkshake
CLI7461,True,5,4 a 6 compras,Baixo valor,2025-02-22,2025-08-20,179,106.97999999999999,13,21.4,Barros Alegre,AL,App,Milkshake
CLI7462,True,4,4 a 6 compras,Medio valor,2025-04-03,2025-07-20,108,150.51999999999998,14,37.63,Campos,AC,App,Casquinha
CLI7463,True,9,7 a 10 compras,Alto valor,2025-02-28,2025-08-08,161,252.65,28,28.07,Araújo De Siqueira,AM,Parceiro,Pote
CLI7464,True,5,4 a 6 compras,Alto valor,2025-03-12,2025-06-18,98,228.72,21,45.74,Borges Alegre,CE,App,Milkshake
CLI7465,True,7,7 a 10 compras,Medio valor,2025-03-02,2025-07-27,147,153.69,19,21.96,Barbosa Do Campo,PA,Loja Física,Casquinha
CLI7466,True,5,4 a 6 compras,Baixo valor,2025-02-24,2025-08-21,178,67.92,11,13.58,Fernandes,AL,App,Pote
CLI7467,True,3,2 a 3 compras,Baixo valor,2025-04-05,2025-06-05,61,80.38,8,26.79,Da Cunha,AC,App,Picolé
CLI7468,True,7,7 a 10 compras,Alto valor,2025-02-28,2025-08-16,169,204.88,23,29.27,Almeida,AC,Parceiro,Sundae
CLI7469,True,9,7 a 10 compras,Alto valor,2025-02-23,2025-08-12,170,303.63,27,33.74,Alves De Correia,RN,App,Casquinha
CLI7470,True,6,4 a 6 compras,Alto valor,2025-02-20,2025-08-12,173,217.18,21,36.2,Caldeira,ES,Loja Física,Pote
CLI7471,True,10,7 a 10 compras,Alto valor,2025-03-03,2025-08-12,162,249.61,31,24.96,Aparecida,PR,App,Picolé
CLI7472,True,8,7 a 10 compras,Alto valor,2025-03-20,2025-08-08,141,258.61,24,32.33,Aparecida De Cardoso,SE,Parceiro,Casquinha
CLI7473,True,5,4 a 6 compras,Baixo valor,2025-03-10,2025-06-21,103,99.72,12,19.94,Cardoso Da Serra,MG,Loja Física,Casquinha
CLI7474,True,7,7 a 10 compras,Alto valor,2025-02-25,2025-08-21,177,215.28,22,30.75,Ferreira,SC,Loja Física,Casquinha
CLI7475,True,5,4 a 6 compras,Medio valor,2025-03-07,2025-08-06,152,141.29,17,28.26,Caldeira,AM,Loja Física,Casquinha
CLI7476,True,3,2 a 3 compras,Baixo valor,2025-02-24,2025-08-21,178,29.36,4,9.79,Da Paz Do Oeste,ES,Loja Física,Sundae
CLI7477,True,4,4 a 6 compras,Baixo valor,2025-03-08,2025-07-21,135,63.31999999999999,8,15.83,Araújo,AL,Loja Física,Casquinha
CLI7478,True,5,4 a 6 compras,Medio valor,2025-06-13,2025-08-03,51,150.53,17,30.11,Abreu,AP,Parceiro,Casquinha
CLI7479,True,7,7 a 10 compras,Medio valor,2025-03-12,2025-07-27,137,120.14,13,17.16,Novaes,RJ,Loja Física,Milkshake
CLI7480,True,6,4 a 6 compras,Medio valor,2025-03-08,2025-08-12,157,146.72,25,24.45,Cirino,DF,App,Milkshake
CLI7481,True,7,7 a 10 compras,Alto valor,2025-03-11,2025-08-14,156,219.91,28,31.42,Barros Grande,AL,Loja Física,Casquinha
CLI7482,True,4,4 a 6 compras,Medio valor,2025-03-02,2025-07-25,145,153.01,12,38.25,Campinas,RR,Loja Física,Milkshake
CLI7483,True,8,7 a 10 compras,Alto valor,2025-03-02,2025-08-02,153,282.31,27,35.29,Campinas,AL,App,Casquinha
CLI7484,True,3,2 a 3 compras,Baixo valor,2025-04-10,2025-07-26,107,63.19,6,21.06,Cirino,CE,App,Casquinha
CLI7485,True,7,7 a 10 compras,Alto valor,2025-03-06,2025-08-03,150,201.94,23,28.85,Campinas,MS,Loja Física,Pote
CLI7486,True,6,4 a 6 compras,Medio valor,2025-04-30,2025-08-12,104,157.49,18,26.25,Barros,AC,App,Milkshake
CLI7487,True,9,7 a 10 compras,Alto valor,2025-04-30,2025-08-21,113,274.11,24,30.46,Brito,AP,Parceiro,Sundae
CLI7488,True,7,7 a 10 compras,Medio valor,2025-03-13,2025-07-01,110,117.95,13,16.85,Campos Do Galho,ES,Parceiro,Picolé
CLI7489,True,8,7 a 10 compras,Alto valor,2025-03-09,2025-07-08,121,193.2,25,24.15,Borges Do Campo,PE,Parceiro,Picolé
CLI7490,True,7,7 a 10 compras,Medio valor,2025-03-28,2025-06-22,86,157.2,19,22.46,Aparecida Do Norte,AC,Parceiro,Sundae
CLI7491,True,5,4 a 6 compras,Baixo valor,2025-03-11,2025-08-21,163,104.28,10,20.86,Lima,MG,Loja Física,Casquinha
CLI7492,True,3,2 a 3 compras,Baixo valor,2025-05-30,2025-08-19,81,106.07000000000001,13,35.36,Câmara Das Flores,SC,App,Milkshake
CLI7493,True,9,7 a 10 compras,Alto valor,2025-03-05,2025-09-09,188,189.43,23,21.05,Vieira,PB,App,Picolé
CLI7494,True,4,4 a 6 compras,Baixo valor,2025-02-24,2025-06-10,106,95.59,11,23.9,Brito Verde,BA,Parceiro,Casquinha
CLI7495,True,6,4 a 6 compras,Alto valor,2025-03-13,2025-08-01,141,202.13,23,33.69,Campinas,AL,App,Picolé
CLI7496,True,4,4 a 6 compras,Baixo valor,2025-03-14,2025-08-21,160,111.19,10,27.8,Albuquerque Verde,AP,App,Casquinha
CLI7497,True,3,2 a 3 compras,Baixo valor,2025-07-05,2025-08-10,36,100.91,11,33.64,Da Conceição Verde,MG,App,Sundae
CLI7498,True,4,4 a 6 compras,Baixo valor,2025-02-21,2025-05-26,94,80.83,11,20.21,Araújo Alegre,RS,Parceiro,Milkshake
